0 264 646
1 383 397
2 694 992
3 899 607
4 349 749
5 627 599
6 686 377
7 85 522
8 154 447
9 13 279
10 277 404
11 361 147
12 297 500
13 282 191
14 275 449
15 414 755
16 860 363
17 758 89
18 918 432
19 609 449
20 793 635
21 341 634
22 305 478
23 319 992
24 478 419
25 854 355
26 608 124
27 899 269
28 524 198
29 157 112
30 781 330
31 346 414
32 122 95
33 666 725
34 712 768
35 901 921
36 557 626
37 174 692
38 43 131
39 124 273
40 689 316
41 116 188
42 94 453
43 198 899
44 502 780
45 669 745
46 615 675
47 496 516
48 45 148
49 349 318
50 310 951
51 662 136
52 347 929
53 970 636
54 353 420
55 751 312
56 141 699
57 141 34
58 340 447
59 174 412
60 476 200
61 672 181
62 396 562
63 478 966
64 553 737
65 543 382
66 380 586
67 230 407
68 359 976
69 337 379
70 414 688
71 527 731
72 947 500
73 263 834
74 175 357
75 891 898
76 419 755
77 186 907
78 662 521
79 585 13
80 973 224
81 287 613
82 409 317
83 604 595
84 572 969
85 269 887
86 326 236
87 869 474
88 80 877
89 235 525
90 648 635
91 392 132
92 946 253
93 640 427
94 683 863
95 429 525
96 761 594
97 966 827
98 327 472
99 897 694
100 277 679
101 4 423
102 548 273
103 562 716
104 721 326
105 904 597
106 292 201
107 789 791
108 475 437
109 362 137
110 531 247
111 844 520
112 472 189
113 620 142
114 393 943
115 47 677
116 870 484
117 142 43
118 593 120
119 273 13
120 855 29
121 138 905
122 623 953
123 588 914
124 636 645
125 314 441
126 397 515
127 25 944
128 985 687
129 492 413
130 318 326
131 776 581
132 884 668
133 5 345
134 971 654
135 324 705
136 124 470
137 7 726
138 896 535
139 277 624
140 936 739
141 85 131
142 157 758
143 926 696
144 979 337
145 831 919
146 653 311
147 796 854
148 276 959
149 257 466
150 379 15
151 714 574
152 924 283
153 202 73
154 110 342
155 157 89
156 668 266
157 127 0
158 192 648
159 907 911
160 653 439
161 945 294
162 411 316
163 268 941
164 962 329
165 764 328
166 147 550
167 386 739
168 751 366
169 719 247
170 266 788
171 426 743
172 69 882
173 249 723
174 452 9
175 627 487
176 701 73
177 498 713
178 953 380
179 509 128
180 609 34
181 711 137
182 927 16
183 753 819
184 804 229
185 784 657
186 865 818
187 512 746
188 739 18
189 352 974
190 775 646
191 192 862
192 537 86
193 68 328
194 113 295
195 954 630
196 661 910
197 962 128
198 637 32
199 461 329
200 830 609
201 25 870
202 671 669
203 653 704
204 294 800
205 418 797
206 458 415
207 548 41
208 768 317
209 945 952
210 582 995
211 356 935
212 633 917
213 679 561
214 652 776
215 417 335
216 224 321
217 905 924
218 709 884
219 735 634
220 280 218
221 755 232
222 66 553
223 126 878
224 914 82
225 182 989
226 536 198
227 251 392
228 647 929
229 184 973
230 248 937
231 54 361
232 378 365
233 397 891
234 524 574
235 373 177
236 339 545
237 478 185
238 508 252
239 743 603
240 388 906
241 902 628
242 514 287
243 666 54
244 213 784
245 74 669
246 293 915
247 856 537
248 280 284
249 907 681
250 685 933
251 242 68
252 610 5
253 256 550
254 350 482
255 741 599
256 715 502
257 842 268
258 553 454
259 71 765
260 268 575
261 584 475
262 193 270
263 122 6
264 361 771
265 457 106
266 538 995
267 661 851
268 401 695
269 294 580
270 381 67
271 386 432
272 7 5
273 161 207
274 563 84
275 594 508
276 465 191
277 202 729
278 79 423
279 995 575
280 596 522
281 105 185
282 215 655
283 430 842
284 93 750
285 580 514
286 435 15
287 511 126
288 688 452
289 490 579
290 958 393
291 473 987
292 705 119
293 535 534
294 251 607
295 727 622
296 849 348
297 629 708
298 885 923
299 905 346
300 301 763
301 367 441
302 455 84
303 416 699
304 464 513
305 232 533
306 537 317
307 770 476
308 923 477
309 420 251
310 874 67
311 198 243
312 475 525
313 446 45
314 259 444
315 339 125
316 292 455
317 918 429
318 811 616
319 9 930
320 550 473
321 116 672
322 614 647
323 323 904
324 127 318
325 290 246
326 916 509
327 692 662
328 169 404
329 797 202
330 347 255
331 460 111
332 637 595
333 490 895
334 867 607
335 202 398
336 144 466
337 998 734
338 397 422
339 958 197
340 683 168
341 789 891
342 343 800
343 915 880
344 61 269
345 166 135
346 463 803
347 307 374
348 129 167
349 578 225
350 801 34
351 560 754
352 147 950
353 911 530
354 619 560
355 947 873
356 851 823
357 635 806
358 558 921
359 263 581
360 67 441
361 962 305
362 478 202
363 309 337
364 941 787
365 402 650
366 668 430
367 194 251
368 140 446
369 370 128
370 414 752
371 713 875
372 571 390
373 734 360
374 100 163
375 345 283
376 488 632
377 444 493
378 325 752
379 625 241
380 39 377
381 647 362
382 722 709
383 905 524
384 605 514
385 923 284
386 454 595
387 790 671
388 497 583
389 546 416
390 579 583
391 756 742
392 858 559
393 897 855
394 756 694
395 718 862
396 841 80
397 450 894
398 979 242
399 582 615
400 403 987
401 950 131
402 321 981
403 34 588
404 289 268
405 697 330
406 872 696
407 91 607
408 42 792
409 60 233
410 344 232
411 195 474
412 128 432
413 642 736
414 38 181
415 848 253
416 492 452
417 718 112
418 144 736
419 73 403
420 142 254
421 845 194
422 567 433
423 222 321
424 587 866
425 802 715
426 741 786
427 888 72
428 209 778
429 238 209
430 147 34
431 951 384
432 905 981
433 680 162
434 474 507
435 23 190
436 579 338
437 794 338
438 650 338
439 814 275
440 317 636
441 50 446
442 180 513
443 186 828
444 327 940
445 172 587
446 518 491
447 917 946
448 970 112
449 29 149
450 415 899
451 444 403
452 480 601
453 858 75
454 453 18
455 98 213
456 185 882
457 964 684
458 232 64
459 618 815
460 323 142
461 290 470
462 901 501
463 938 902
464 788 81
465 499 550
466 5 864
467 543 222
468 375 949
469 474 696
470 844 841
471 891 883
472 368 168
473 365 112
474 809 600
475 687 968
476 548 173
477 587 404
478 392 593
479 22 511
480 953 307
481 417 394
482 845 336
483 639 143
484 975 908
485 69 720
486 670 892
487 865 942
488 620 946
489 410 398
490 421 52
491 955 302
492 21 808
493 700 756
494 510 455
495 887 864
496 527 115
497 4 439
498 980 124
499 868 816
500 961 671
501 172 392
502 447 169
503 70 107
504 868 914
505 522 2
506 680 638
507 370 377
508 843 477
509 641 832
510 507 757
511 107 658
512 263 726
513 928 613
514 26 42
515 140 140
516 18 385
517 778 425
518 306 32
519 704 562
520 61 621
521 563 239
522 52 620
523 854 15
524 856 184
525 793 254
526 939 226
527 507 225
528 80 483
529 103 695
530 554 304
531 347 600
532 125 703
533 965 2
534 182 908
535 130 607
536 267 326
537 265 585
538 869 320
539 137 263
540 558 676
541 145 577
542 482 975
543 808 811
544 786 336
545 745 249
546 716 159
547 823 862
548 86 570
549 756 20
550 260 237
551 152 566
552 27 102
553 902 240
554 576 385
555 835 613
556 258 861
557 780 167
558 2 72
559 525 105
560 50 570
561 671 812
562 129 775
563 52 608
564 320 275
565 232 591
566 664 673
567 531 936
568 947 193
569 221 936
570 240 293
571 787 464
572 491 480
573 621 315
574 868 370
575 111 14
576 629 791
577 849 325
578 999 385
579 624 632
580 895 739
581 902 784
582 402 536
583 759 794
584 550 621
585 614 994
586 305 122
587 635 840
588 681 20
589 413 617
590 522 580
591 349 695
